Benchmark,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: bufferSize,Param: inputFile,Param: nbRows,Param: quoted,Param: wrapWithBufferedReader
JCsvParser,avgt,1,50,13421.5389,105.1573801,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JCsvParser,avgt,1,50,9524.065964,13.23444985,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JCsvParser,avgt,1,50,136428.8658,1418.858311,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JCsvParser,avgt,1,50,94574.76197,1003.039891,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JCsvParser,avgt,1,50,1325533.887,1582.351799,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JCsvParser,avgt,1,50,934419.7623,710.9163023,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JCsvParser,avgt,1,50,4236211.645,19336.38187,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JCsvParser,avgt,1,50,2811022.421,3449.358382,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
JacksonParser,avgt,1,50,20.46913893,0.134543869,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
JacksonParser,avgt,1,50,20.24076877,0.212177569,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
JacksonParser,avgt,1,50,31.26547309,0.127805737,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
JacksonParser,avgt,1,50,28.21231405,0.165357481,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
JacksonParser,avgt,1,50,148.9632999,0.24268054,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
JacksonParser,avgt,1,50,111.9214506,0.155330354,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
JacksonParser,avgt,1,50,1453.41254,8.304296056,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
JacksonParser,avgt,1,50,955.1798009,1.864257957,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
JacksonParser,avgt,1,50,13931.25529,74.33530307,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JacksonParser,avgt,1,50,9493.984989,22.07291126,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JacksonParser,avgt,1,50,138685.4857,272.0842253,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JacksonParser,avgt,1,50,94809.18831,243.0738509,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JacksonParser,avgt,1,50,1365335.112,4781.303585,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JacksonParser,avgt,1,50,930487.069,3576.422579,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JacksonParser,avgt,1,50,4363888.965,15011.98468,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JacksonParser,avgt,1,50,2976824.486,14858.61294,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
JavaCsvParser,avgt,1,50,29.39767876,0.720289437,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
JavaCsvParser,avgt,1,50,29.16551207,0.66966482,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
JavaCsvParser,avgt,1,50,43.03320583,0.709723529,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
JavaCsvParser,avgt,1,50,40.69127364,0.615871016,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
JavaCsvParser,avgt,1,50,193.0878533,2.147377696,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
JavaCsvParser,avgt,1,50,171.8897611,1.340840256,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
JavaCsvParser,avgt,1,50,1840.752641,3.413650494,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
JavaCsvParser,avgt,1,50,1583.933917,8.855872715,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
JavaCsvParser,avgt,1,50,17614.12673,33.60584532,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JavaCsvParser,avgt,1,50,15452.34104,141.9035034,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JavaCsvParser,avgt,1,50,176080.1672,464.4338632,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JavaCsvParser,avgt,1,50,151460.4149,328.3685836,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JavaCsvParser,avgt,1,50,1732943.327,4879.431101,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JavaCsvParser,avgt,1,50,1497675.962,5138.404031,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JavaCsvParser,avgt,1,50,5525471.431,15616.98216,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JavaCsvParser,avgt,1,50,4789507.691,26317.65892,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
OpenCsvParser,avgt,1,50,22.12798611,0.124230128,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
OpenCsvParser,avgt,1,50,21.5697616,0.104008049,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
OpenCsvParser,avgt,1,50,36.84261709,0.097942631,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
OpenCsvParser,avgt,1,50,33.50021467,0.165423544,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
OpenCsvParser,avgt,1,50,177.1907027,1.306601162,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
OpenCsvParser,avgt,1,50,165.7668126,1.678118497,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
OpenCsvParser,avgt,1,50,2185.443387,6.072963297,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
OpenCsvParser,avgt,1,50,1627.720528,61.35618373,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
OpenCsvParser,avgt,1,50,19897.36981,680.6337952,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
OpenCsvParser,avgt,1,50,14437.39142,531.3997828,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
OpenCsvParser,avgt,1,50,199481.462,7410.557321,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
OpenCsvParser,avgt,1,50,148230.1847,7567.712961,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
OpenCsvParser,avgt,1,50,2081256.961,9101.619147,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
OpenCsvParser,avgt,1,50,1424704.26,53097.34701,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
OpenCsvParser,avgt,1,50,6610777.704,17468.02991,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
OpenCsvParser,avgt,1,50,4355408.1,30125.75739,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
OsterMillerParser,avgt,1,50,23.5304477,0.08774441,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
OsterMillerParser,avgt,1,50,23.32327211,0.061828592,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
OsterMillerParser,avgt,1,50,39.26571471,0.168161161,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
OsterMillerParser,avgt,1,50,32.9324775,0.078223672,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
OsterMillerParser,avgt,1,50,195.1692939,0.412825909,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
OsterMillerParser,avgt,1,50,142.7977728,0.505555355,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
OsterMillerParser,avgt,1,50,1706.048033,3.192554922,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
OsterMillerParser,avgt,1,50,1254.542653,5.421715791,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
OsterMillerParser,avgt,1,50,17354.4792,34.07836153,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
OsterMillerParser,avgt,1,50,11989.83435,30.81305465,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
OsterMillerParser,avgt,1,50,168445.4905,469.92088,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
OsterMillerParser,avgt,1,50,122604.5018,657.3904065,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
OsterMillerParser,avgt,1,50,1673356.376,22795.54728,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
OsterMillerParser,avgt,1,50,1205519.507,6380.294615,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
OsterMillerParser,avgt,1,50,5297194.439,46201.47369,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
OsterMillerParser,avgt,1,50,4075179.716,22007.61839,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SimpleCsvParser,avgt,1,50,22.73046091,0.159281775,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SimpleCsvParser,avgt,1,50,22.04152425,0.142133546,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SimpleCsvParser,avgt,1,50,40.93758615,0.129421181,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SimpleCsvParser,avgt,1,50,34.94772825,0.146726796,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SimpleCsvParser,avgt,1,50,212.3345374,2.321694979,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SimpleCsvParser,avgt,1,50,172.5823346,0.445157425,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SimpleCsvParser,avgt,1,50,2203.626896,13.19248048,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,1412.418627,3.408555958,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,20136.38716,52.29983197,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,16995.4039,222.2201374,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,203944.212,1195.276253,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,160371.0435,1092.088149,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,2002961.295,19799.14497,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,1603714.953,18072.51435,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,6348187.181,30569.92268,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SimpleCsvParser,avgt,1,50,4987105.283,58190.85567,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,20.79986582,0.136409944,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,20.54746399,0.134623885,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,32.0792256,0.109643028,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,27.28227525,0.07423175,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,107.7653851,0.478268963,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,91.42872895,0.23237422,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,942.4627398,14.30800474,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,1023.670547,4.517115005,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,11647.53661,169.9725948,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,7459.675867,66.6882303,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,102628.4779,2370.163101,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,74660.33376,148.017849,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,982690.2491,24922.20626,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,744521.0808,15252.41293,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,2635456.902,37843.25111,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,2321910.071,7837.165413,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SuperCsvParser,avgt,1,50,22.56883428,0.119194976,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SuperCsvParser,avgt,1,50,22.53017254,0.172145756,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SuperCsvParser,avgt,1,50,36.87070063,0.204527338,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SuperCsvParser,avgt,1,50,34.14121456,0.39035758,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SuperCsvParser,avgt,1,50,168.2832883,0.305229957,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SuperCsvParser,avgt,1,50,146.1919694,3.086176582,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SuperCsvParser,avgt,1,50,1714.917142,50.01611471,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SuperCsvParser,avgt,1,50,1641.764637,8.623478502,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SuperCsvParser,avgt,1,50,15760.05017,234.1511364,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SuperCsvParser,avgt,1,50,15492.30225,277.8144511,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SuperCsvParser,avgt,1,50,163915.8773,1239.761428,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SuperCsvParser,avgt,1,50,133140.561,1174.355161,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SuperCsvParser,avgt,1,50,1616134.179,8127.541803,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SuperCsvParser,avgt,1,50,1282506.936,12397.58975,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SuperCsvParser,avgt,1,50,4932034.285,95046.04756,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SuperCsvParser,avgt,1,50,3968221.652,48162.84075,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
UnivocityParser,avgt,1,50,4349.932236,13.49545244,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
UnivocityParser,avgt,1,50,4329.469977,15.54511021,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
UnivocityParser,avgt,1,50,4356.361733,14.26684329,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
UnivocityParser,avgt,1,50,4332.47268,11.52093991,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
UnivocityParser,avgt,1,50,4492.507697,11.81202381,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
UnivocityParser,avgt,1,50,4516.219535,38.02775248,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
UnivocityParser,avgt,1,50,6085.43267,37.61360443,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
UnivocityParser,avgt,1,50,5855.988961,24.42043121,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
UnivocityParser,avgt,1,50,20121.76377,45.06525212,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
UnivocityParser,avgt,1,50,17534.36152,60.41500508,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
UnivocityParser,avgt,1,50,154325.9305,1126.621095,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
UnivocityParser,avgt,1,50,130439.239,409.3277914,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
UnivocityParser,avgt,1,50,1460668.113,11381.6393,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
UnivocityParser,avgt,1,50,1217036.032,8608.094475,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
UnivocityParser,avgt,1,50,4618588.49,11969.60857,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
UnivocityParser,avgt,1,50,3875463.28,45301.56513,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
WayIoParser,avgt,1,50,28.72512853,0.093850366,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
WayIoParser,avgt,1,50,28.63053579,0.101688945,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
WayIoParser,avgt,1,50,49.96742793,0.167045908,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
WayIoParser,avgt,1,50,44.42814352,0.181754412,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
WayIoParser,avgt,1,50,230.9203575,1.575350338,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
WayIoParser,avgt,1,50,212.8344085,1.053771553,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
WayIoParser,avgt,1,50,2637.674609,9.499711917,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
WayIoParser,avgt,1,50,1896.41913,15.79605651,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
WayIoParser,avgt,1,50,24563.23774,611.2287716,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
WayIoParser,avgt,1,50,19045.36224,645.9135484,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
WayIoParser,avgt,1,50,246650.7408,4160.297433,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
WayIoParser,avgt,1,50,181337.576,1988.03624,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
WayIoParser,avgt,1,50,2451107.828,22270.82941,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
WayIoParser,avgt,1,50,1832200.21,53928.75511,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
WayIoParser,avgt,1,50,7725632.939,183496.0628,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
WayIoParser,avgt,1,50,5644370.666,9519.877475,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
