Benchmark,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: bufferSize,Param: inputFile,Param: nbRows,Param: quoted,Param: wrapWithBufferedReader
JCsvParser,avgt,1,50,1156.943547,26.49311796,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
JCsvParser,avgt,1,50,13206.77656,127.5468254,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JCsvParser,avgt,1,50,10631.32118,78.61672859,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JCsvParser,avgt,1,50,140968.9412,132.1647354,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JCsvParser,avgt,1,50,108310.5646,930.5115847,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JCsvParser,avgt,1,50,1360875.422,15320.10049,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JCsvParser,avgt,1,50,1043085.146,9299.425388,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JCsvParser,avgt,1,50,4232535.862,47947.66124,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JCsvParser,avgt,1,50,3538204.725,124013.3078,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
JacksonParser,avgt,1,50,17.05003,0.143477548,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
JacksonParser,avgt,1,50,16.97444211,0.146282741,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
JacksonParser,avgt,1,50,27.52936831,0.125531966,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
JacksonParser,avgt,1,50,24.77175622,0.124288003,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
JacksonParser,avgt,1,50,133.1958339,0.506861992,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
JacksonParser,avgt,1,50,100.5533653,0.244303678,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
JacksonParser,avgt,1,50,1363.762665,3.270637902,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
JacksonParser,avgt,1,50,901.6884471,5.243233711,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
JacksonParser,avgt,1,50,13582.90869,244.8196643,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JacksonParser,avgt,1,50,8896.066471,130.1034901,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JacksonParser,avgt,1,50,141354.3213,838.5122486,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JacksonParser,avgt,1,50,94738.74873,1216.041783,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JacksonParser,avgt,1,50,1198963.254,3455.09628,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JacksonParser,avgt,1,50,853498.255,1425.594202,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JacksonParser,avgt,1,50,3855814.009,5946.352552,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JacksonParser,avgt,1,50,2632276.436,24962.1674,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
JavaCsvParser,avgt,1,50,26.4350776,0.740166875,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
JavaCsvParser,avgt,1,50,26.01833576,0.79595142,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
JavaCsvParser,avgt,1,50,39.48151852,0.764659197,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
JavaCsvParser,avgt,1,50,37.50378073,0.591384196,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
JavaCsvParser,avgt,1,50,186.032326,1.57383559,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
JavaCsvParser,avgt,1,50,167.6395258,1.669797636,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
JavaCsvParser,avgt,1,50,1814.790712,5.785994104,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
JavaCsvParser,avgt,1,50,1540.672964,6.725327555,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
JavaCsvParser,avgt,1,50,17795.90052,62.5527095,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
JavaCsvParser,avgt,1,50,14925.33775,63.57096653,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
JavaCsvParser,avgt,1,50,181730.2832,1017.11513,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
JavaCsvParser,avgt,1,50,154624.1052,905.6141526,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
JavaCsvParser,avgt,1,50,1796715,6863.776443,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
JavaCsvParser,avgt,1,50,1513953.067,9722.301272,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
JavaCsvParser,avgt,1,50,5736254.131,13774.314,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
JavaCsvParser,avgt,1,50,4714272.928,18158.49828,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
OpenCsvParser,avgt,1,50,19.74730256,0.162795598,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
OpenCsvParser,avgt,1,50,18.84441322,0.107264973,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
OpenCsvParser,avgt,1,50,38.64888604,0.395537589,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
OpenCsvParser,avgt,1,50,31.93277682,0.295472783,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
OpenCsvParser,avgt,1,50,225.6231878,2.745174176,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
OpenCsvParser,avgt,1,50,161.3993952,2.234904313,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
OpenCsvParser,avgt,1,50,2272.333777,61.75490112,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
OpenCsvParser,avgt,1,50,1554.063558,4.027940352,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
OpenCsvParser,avgt,1,50,20009.24725,233.329505,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
OpenCsvParser,avgt,1,50,15182.4984,264.6254088,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
OpenCsvParser,avgt,1,50,204661.3584,1875.55758,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
OpenCsvParser,avgt,1,50,151518.4799,1601.719275,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
OpenCsvParser,avgt,1,50,2046529.592,31362.94834,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
OpenCsvParser,avgt,1,50,1518520.202,21937.35764,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
OpenCsvParser,avgt,1,50,6358606.128,85697.98971,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
OpenCsvParser,avgt,1,50,4789898.433,70939.98502,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
OsterMillerParser,avgt,1,50,20.78151692,0.139449254,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
OsterMillerParser,avgt,1,50,20.10403714,0.050620522,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
OsterMillerParser,avgt,1,50,35.22949189,0.08557963,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
OsterMillerParser,avgt,1,50,30.42406413,0.195385606,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
OsterMillerParser,avgt,1,50,181.3380162,0.60720713,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
OsterMillerParser,avgt,1,50,138.2725982,0.573809402,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
OsterMillerParser,avgt,1,50,1656.048469,5.981195093,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
OsterMillerParser,avgt,1,50,1240.66617,5.181149864,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
OsterMillerParser,avgt,1,50,16340.59546,99.68698133,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
OsterMillerParser,avgt,1,50,12019.65881,66.45567437,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
OsterMillerParser,avgt,1,50,167926.9944,941.3272018,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
OsterMillerParser,avgt,1,50,122622.1749,514.9855157,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
OsterMillerParser,avgt,1,50,1666674.446,11605.47511,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
OsterMillerParser,avgt,1,50,1215447.041,10205.17802,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
OsterMillerParser,avgt,1,50,5311749.895,38209.48357,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
OsterMillerParser,avgt,1,50,3778397.374,22941.12763,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SimpleCsvParser,avgt,1,50,19.59898933,0.073329096,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SimpleCsvParser,avgt,1,50,19.17888491,0.070972436,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SimpleCsvParser,avgt,1,50,35.98824561,0.218217873,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SimpleCsvParser,avgt,1,50,32.3712422,0.102902199,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SimpleCsvParser,avgt,1,50,205.6899718,1.506690064,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SimpleCsvParser,avgt,1,50,169.2239685,1.824977084,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SimpleCsvParser,avgt,1,50,2017.181195,20.01103642,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,1628.870444,18.67442563,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,19509.33224,246.3602047,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,15464.43408,303.6884963,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,195672.4531,571.7939737,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,157553.295,1496.139466,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,1923729.577,3425.450571,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SimpleCsvParser,avgt,1,50,1562049.574,8345.921433,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SimpleCsvParser,avgt,1,50,6147489.907,19623.60365,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SimpleCsvParser,avgt,1,50,4877498.343,22266.30952,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,17.96067046,0.138805968,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,17.52984881,0.089731322,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,28.95467467,0.139468764,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,23.57598093,0.091566021,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,103.5518868,1.462569729,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,94.13627372,4.062566182,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,903.0715606,10.66860362,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,885.8359799,5.618279012,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,10399.61332,147.4161596,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,8468.542225,30.45309949,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,98013.99904,1946.885951,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,71266.72363,393.741588,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,987683.8193,19064.11448,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,687330.2773,1116.641434,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SimpleFlatMapperParser,avgt,1,50,2579806.642,75308.81424,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SimpleFlatMapperParser,avgt,1,50,2544713.834,106657.6852,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
SuperCsvParser,avgt,1,50,19.59002032,0.070371465,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
SuperCsvParser,avgt,1,50,19.21499615,0.164280658,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
SuperCsvParser,avgt,1,50,34.88785074,0.181751943,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
SuperCsvParser,avgt,1,50,32.61949676,0.096690503,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
SuperCsvParser,avgt,1,50,186.0285875,1.283252867,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
SuperCsvParser,avgt,1,50,168.3642714,1.380476834,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
SuperCsvParser,avgt,1,50,1664.233426,8.719981517,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
SuperCsvParser,avgt,1,50,1302.041391,31.58298333,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
SuperCsvParser,avgt,1,50,16066.04702,188.0998861,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
SuperCsvParser,avgt,1,50,12223.01478,32.35414269,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
SuperCsvParser,avgt,1,50,164121.4743,596.1440548,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
SuperCsvParser,avgt,1,50,128351.8261,520.1322848,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
SuperCsvParser,avgt,1,50,1609226.701,6275.13021,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
SuperCsvParser,avgt,1,50,1254158.67,4712.419948,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
SuperCsvParser,avgt,1,50,5159231.476,52184.05362,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
SuperCsvParser,avgt,1,50,4406608.49,47133.8927,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
UnivocityParser,avgt,1,50,4208.474491,16.84828425,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
UnivocityParser,avgt,1,50,4201.39743,15.81953328,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
UnivocityParser,avgt,1,50,4205.894297,15.83135582,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
UnivocityParser,avgt,1,50,4218.65221,18.1080635,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
UnivocityParser,avgt,1,50,4359.03269,15.62796292,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
UnivocityParser,avgt,1,50,4336.739292,18.57989272,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
UnivocityParser,avgt,1,50,5949.490228,27.67821463,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
UnivocityParser,avgt,1,50,5640.11348,25.06044344,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
UnivocityParser,avgt,1,50,20120.54407,65.49449263,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
UnivocityParser,avgt,1,50,17485.70947,53.96855849,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
UnivocityParser,avgt,1,50,153626.1168,886.4041158,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
UnivocityParser,avgt,1,50,131026.0317,626.8739249,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
UnivocityParser,avgt,1,50,1445956.532,6660.764547,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
UnivocityParser,avgt,1,50,1219344.32,13526.32972,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
UnivocityParser,avgt,1,50,4607323.12,19183.84098,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
UnivocityParser,avgt,1,50,3840187.859,21165.69249,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
WayIoParser,avgt,1,50,25.16296574,0.075850861,us/op,,./worldcitiespop.txt,1,TRUE,FALSE
WayIoParser,avgt,1,50,24.67589375,0.051846396,us/op,,./worldcitiespop.txt,1,FALSE,FALSE
WayIoParser,avgt,1,50,49.24520865,0.194385831,us/op,,./worldcitiespop.txt,10,TRUE,FALSE
WayIoParser,avgt,1,50,41.8710267,0.206922316,us/op,,./worldcitiespop.txt,10,FALSE,FALSE
WayIoParser,avgt,1,50,282.8514132,1.636198816,us/op,,./worldcitiespop.txt,100,TRUE,FALSE
WayIoParser,avgt,1,50,217.6584523,0.437058688,us/op,,./worldcitiespop.txt,100,FALSE,FALSE
WayIoParser,avgt,1,50,2645.036294,15.16556082,us/op,,./worldcitiespop.txt,1000,TRUE,FALSE
WayIoParser,avgt,1,50,2065.521941,12.88804321,us/op,,./worldcitiespop.txt,1000,FALSE,FALSE
WayIoParser,avgt,1,50,24383.3227,148.8976411,us/op,,./worldcitiespop.txt,10000,TRUE,FALSE
WayIoParser,avgt,1,50,19179.44543,92.13837598,us/op,,./worldcitiespop.txt,10000,FALSE,FALSE
WayIoParser,avgt,1,50,249550.399,4368.048633,us/op,,./worldcitiespop.txt,100000,TRUE,FALSE
WayIoParser,avgt,1,50,193070.9586,563.9980367,us/op,,./worldcitiespop.txt,100000,FALSE,FALSE
WayIoParser,avgt,1,50,2392075.736,11560.6433,us/op,,./worldcitiespop.txt,1000000,TRUE,FALSE
WayIoParser,avgt,1,50,1924073.634,12082.61216,us/op,,./worldcitiespop.txt,1000000,FALSE,FALSE
WayIoParser,avgt,1,50,7806415.768,75270.46733,us/op,,./worldcitiespop.txt,3173959,TRUE,FALSE
WayIoParser,avgt,1,50,6076373.58,42039.85609,us/op,,./worldcitiespop.txt,3173959,FALSE,FALSE
