"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: inputFile","Param: nbRows","Param: quoted","Param: wrapWithBufferedReader"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,21.124336691298463,0.1520210921753449,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,20.183140319480206,0.17852434156493358,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,42.51199036427252,0.1534588395141917,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,35.312060189429424,0.08531973189209441,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,254.67305978937003,0.24659476071891578,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,187.0443878358237,0.1765934026746929,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,2558.4454321856138,6.147623108786016,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,1870.362586670557,4.942487094127821,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,24915.978278936804,90.40038883919942,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,17812.88608847414,36.05278671401096,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,247869.20592000007,731.9104439651904,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,179474.8740552381,678.0632539404725,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,2427771.4694,4126.325271379583,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,1747955.8192600003,4005.6110146101046,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,7717016.945620003,21713.86632643332,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.CommonsCsvParser.parseFile","avgt",1,50,5539298.624000001,8399.604189829928,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,22.89590374586341,0.13522191281654833,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,22.140964354437514,0.11625541639549376,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,51.05753034496717,0.10299424294353675,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,44.03490785138824,0.10789556724169881,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,388.2256771806627,0.39912577234492724,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,310.8043118803901,0.25614418553679685,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,4516.8652571165685,4.655078221896187,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,3645.5670666789397,3.7242331815584877,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,43293.45124538462,121.48040585802302,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,34678.03705250001,57.548485201208784,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,439501.0676933334,1331.3296377118904,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,346876.24111500016,530.4647637333843,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,4696391.1219999995,5588.553767873298,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,3558724.8620200003,7760.463820631516,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,1.4755142481300002E7,20946.44026625991,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.GenJavaParser.parseFile","avgt",1,50,9636547.34284,27292.948133386908,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,22.93970993205928,0.14682213237760391,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,21.996183352474564,0.16767980445283537,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,41.5054110853399,0.0990289600412792,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,34.372810516977346,0.1844347011525582,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,228.18589583949725,0.5418809623358686,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,162.1305845900093,0.17921332759681402,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,2156.4238022912714,2.314225574378568,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,1341.8503250512204,5.03357359876389,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,21638.655400657393,203.91354619381946,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,12723.229264827583,15.16115644863701,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,221701.12819199997,178.39240300645187,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,127770.35003333335,700.7888707415889,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,2117656.1753,15560.623872545639,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,1246264.4601999996,1259.009764647929,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,6822423.284060001,56528.78080833207,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.JCsvParser.parseFile","avgt",1,50,4522937.50724,1651.5910181894892,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,20.795004612610942,0.2283765662097245,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,20.55599841276638,0.17722837260181476,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,31.798735646738955,0.13909067694574986,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,28.91316074449326,0.09425758362667147,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,144.22678898567833,0.2083182100583144,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,109.42068596887297,0.32360279645805784,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,1462.0922459727483,8.440288794784001,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,959.9165934458182,3.866291487836374,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,13966.329117397276,40.001350011691265,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,9259.31494668732,17.763991246403897,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,140360.80100749998,792.8011513310092,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,91718.92237358974,206.5219726997117,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,1380760.38578,8408.762821684988,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,904262.3304899998,3207.1218521536966,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,4401189.30042,39874.05895224865,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.JacksonParser.parseFile","avgt",1,50,2862200.8281999994,9286.615124477717,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,31.812092239007917,1.4110979389269338,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,31.088157649502012,1.3668315429285407,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,43.274940028887684,0.7056980865459768,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,41.39476333672649,0.45138931874464105,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,194.01414814142743,2.368273112914091,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,176.15952560886765,1.5147753580983703,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,1820.1771808665558,10.809607957840587,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,1588.1456899904163,5.26705490029458,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,17776.706887153097,29.346847074397708,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,15130.669912791556,42.093718669330336,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,184548.2441576191,1467.1135211057117,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,152590.80833249996,370.20905497901816,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,1769503.4929600006,12203.7496742253,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,1504618.3249000001,6773.239054643774,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,5613036.501700001,26041.96956829743,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.JavaCsvParser.parseFile","avgt",1,50,4806283.5277200015,22147.72930621829,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,22.7548971777348,0.16865714189645856,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,21.654690327284356,0.10604746871504686,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,41.30881418734465,0.12745144618764065,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,33.8189529102571,0.19811902142739324,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,231.36716497008524,0.3189185931625368,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,149.2413514724746,3.4142308642886476,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,2020.68296840664,31.51917660524395,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,1396.7438540552978,44.34536033954768,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,18658.586012598873,28.686311664443792,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,12959.217594366626,11.087915046194025,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,189861.08769999995,2464.0846369361198,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,133597.68400416663,3391.956731665381,"us/op","./worldcitiespop.txt","100000","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,1857790.9849400008,8006.332271069841,"us/op","./worldcitiespop.txt","1000000","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,1304542.0081199997,34057.35763795678,"us/op","./worldcitiespop.txt","1000000","false","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,5969062.925279999,61008.930896468504,"us/op","./worldcitiespop.txt","-1","true","false"
"com.univocity.articles.jmh.OpenCsvParser.parseFile","avgt",1,50,4156496.2758999984,113853.76311784756,"us/op","./worldcitiespop.txt","-1","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,23.94742802898647,0.0621679114304323,"us/op","./worldcitiespop.txt","1","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,23.605960667849175,0.1008821729045315,"us/op","./worldcitiespop.txt","1","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,41.541395581988375,0.17884955069555283,"us/op","./worldcitiespop.txt","10","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,35.74685812610101,0.12132914558366759,"us/op","./worldcitiespop.txt","10","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,212.57287020407756,0.33148175807800734,"us/op","./worldcitiespop.txt","100","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,157.77362517595688,0.20274917618997923,"us/op","./worldcitiespop.txt","100","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,1796.8297254003744,5.296997580089806,"us/op","./worldcitiespop.txt","1000","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,1555.7425428023248,6.11466315129233,"us/op","./worldcitiespop.txt","1000","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,18045.74368472236,34.058824340987236,"us/op","./worldcitiespop.txt","10000","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,14918.439147106312,38.90286003870607,"us/op","./worldcitiespop.txt","10000","false","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,183739.90430333334,281.32601276289523,"us/op","./worldcitiespop.txt","100000","true","false"
"com.univocity.articles.jmh.OsterMillerParser.parseFile","avgt",1,50,151041.99037750004,553.8561934317481,"us/op","./worldcitiespop.txt","100000","false","false"
