"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: inputFile","Param: nbRows","Param: quoted"
"com.univocity.articles.jmh.UnivocityParser.parseFile","avgt",1,50,142321.38058027776,9039.024022158832,"us/op","./worldcitiespop.txt","100000","false"
"com.univocity.articles.jmh.UnivocityParser.parseFile","avgt",1,50,1577764.15028,4522.313500579586,"us/op","./worldcitiespop.txt","1000000","true"
"com.univocity.articles.jmh.UnivocityParser.parseFile","avgt",1,50,1339304.1170400002,62490.00851461249,"us/op","./worldcitiespop.txt","1000000","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,34.339758098226014,0.20495113981188132,"us/op","./worldcitiespop.txt","1","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,34.02591590077724,0.08982491671921655,"us/op","./worldcitiespop.txt","1","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,55.08871539335483,0.14992895490550012,"us/op","./worldcitiespop.txt","10","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,49.09037189142886,0.23775347357546459,"us/op","./worldcitiespop.txt","10","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,237.9544454544959,1.048948546348181,"us/op","./worldcitiespop.txt","100","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,217.27142058648212,1.3510191395883309,"us/op","./worldcitiespop.txt","100","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,2561.4243268137284,27.175953432227068,"us/op","./worldcitiespop.txt","1000","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,2014.6189037038585,54.396145773845475,"us/op","./worldcitiespop.txt","1000","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,24649.010118439095,235.73832331373603,"us/op","./worldcitiespop.txt","10000","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,19692.54109314344,475.4212805333501,"us/op","./worldcitiespop.txt","10000","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,242586.09374399998,4091.508750923056,"us/op","./worldcitiespop.txt","100000","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,189771.96839714286,5586.728663639258,"us/op","./worldcitiespop.txt","100000","false"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,2365420.69532,48007.005083475764,"us/op","./worldcitiespop.txt","1000000","true"
"com.univocity.articles.jmh.WayIoParser.parseFile","avgt",1,50,1766877.1786199992,13498.203775121443,"us/op","./worldcitiespop.txt","1000000","false"
